product,review_title,review_rating,review_text
Eddie Bauer Men's CirrusLite Down Jacket,Great looking jacket but not happy with the quality!,2,"I bought this jacket for my son back in December.  We were pleasantly surprised by the style, fit and how warm it was in spite of the lightweight feel of the jacket.  This was exactly what he was looking for.  However, today I noticed there is a rip on the upper part of the jacket near the shoulder.  I’m afraid it’s going to get worse. He’s worn the jacket on and off during the last three months.  As far he knows he didn’t do anything to cause this rip.  As much as we love the jacket we are not happy with the quality.  I thought he would have at least been able to wear this jacket for the next couple of years.  Definitely not buying another Eddie Bauer jacket again.  So disappointing because I have been buying Eddie Bauer clothes for my family and I over the years and expected a good quality jacket."
Eddie Bauer Men's CirrusLite Down Jacket,Warm but thin and fragile,3,"This jacket does keep you warm and is very soft to the touch.But it's very thin and feels like it would rip if caught on anything even slightly.One of the reviewers said the inside pockets don't have any Velcro to close which makes sense because I think undoing the Velcro would rip the pocket right off.Also after about 2 or 3 weeks of light use, there are a few feathers coming out.  Don't know if this will continue or not.I do like the jacket but given the price I think they could have made it a bit sturdier.Not the level of quality I would associate with Eddie Bauer."
Eddie Bauer Men's CirrusLite Down Jacket,Light and warm,5,"I ordered the “Atlantic(Grey)” color and it’s navy blue, not grey. I still kept it because the color doesn’t matter much to me and it’s a good coat. Fits great and super light and comfy. Very warm and blocks the wind well. I’ve been comfortable in 40 degree weather and I’m sure it would be comfortable even lower if you’re active like shoveling snow."
Eddie Bauer Men's CirrusLite Down Jacket,Very pleased with this as my first down jacket,5,"This is my first 'puffy' down jacket and I have been very pleased with it overall.  I live in Arizona so most people would be surprised to think we would even need a down jacket here, but this is really great for the cool mornings and evening walks around the community.  It packs down really small and even comes with a small bag for storing it, which comes in handy if you want to throw this jacket in a messenger bag or small backpack.  I love the feel of the jacket overall - it feels like you're being hugged by a nice down sleeping bag all the time.  its amazing that its not TOO hot though either - it really seems to breath well.  There are times when I've worn it around my office at work without even recalling that I was still wearing it - but its just that comfortable overall.  As a camper, I also bring this on car camping type trips for lounging around in the evenings and at meals.  Considering that the outer material is very thin I'm hesitant to wear it hiking or backpacking because I'm afraid it would easily rip.  I also avoid wearing it around a campfire as a small tinder would easily burn a hole in the jacket and I don't want to risk it getting ruined like that.  Great jacket from a trusted vendor!"
Eddie Bauer Men's CirrusLite Down Jacket,but it fits great and looks cool,4,"Arrived today and too warm to wear, but it fits great and looks cool. It's very lite and soft!  I must be careful not to get it caught on anything, material seems delicate but I guess that is to be expected with these jackets. I am very pleased with my purchase!!! BTW, I am 6 feet 195 lbs and the Large fits spot on......."
Eddie Bauer Men's CirrusLite Down Jacket,Perfect for temps 20's-50's; some quality concerns (revised),4,"I live in Minneapolis, so have some experience with long winters. I've been looking for a light jacket that was a) comfy, b) warm enough for early/late winter excursions, and c) fashionable. This is it!First, the comfort is terrific. The down is super soft and very lightweight. So light that I was highly skeptical that it'd keep me warm, but it does. Good to bunch up as a pillow on a place, too.Next, the warmth value is good due to the down used throughout the jacket. Once the temp/wind chill dips into the teens and below, it's time to break out the full coat/parka. However, for anything in the 20s-50s, this is my new go-to jacket.Lastly, the jacket really looks good with just about anything. I'll wear it with jeans and a t-shirt on the weekends or chinos and collared shirts for work and the jacket fits the occasions. Also, a note on fit: I'm 6'0"", weigh 190 lbs, and like to wear slim fit shirts for work. I originally ordered a large, but felt that the middle section hung awkwardly. I returned it for a medium, and love the size.I'm very happy with the value. Your biggest ""headache"" will be to make sure you get the right size.*Revised after 2 months of usage*I just added the photo to show where a seam is starting to unravel. I downgraded my rating from 5 to 4 stars because of this. I still love the jacket for reasons listed above, and it's still a great buy for the price. Of course, I wish it'd hold together a bit better."
Eddie Bauer Men's CirrusLite Down Jacket,"Exceeds the ""Michigan Winter"" Test",5,"I got this jacket in a Tall XL expecting it to be a comfortable walking companion for a nice, brisk Michigan Fall day. Unfortunately, Fall lasted about a minute before we were all thrust into the deep freeze: Sleet and snow and temperatures at freezing or below. This jacket exceeds what I expected. Great fit in the body and sleeves. If you dress smartly in layers, this light-weight down jacket will keep you toasty--and you'll look like a boss in it!"
Eddie Bauer Men's CirrusLite Down Jacket,Product has changed - no longer real down,1,"This used to be an excellent product, but now the 'down' is not real down, instead it's mainly polyester, apparently with a small amount of feathers mixed in. The first label still fraudulently says 'down', and the German label specifically says it's 80% duck down (""Entendauen"") and 20% duck feathers, but if you look at another label on it, then you can see why this product no longer 'breathes' - it's really polyester fill, not down. This is now a fraudulent product. It used to be really comfortable, not getting too hot because made with natural materials... no more. It becomes very hot very easily, since it doesn't breathe. What a shame they turned a great product into cheap trash."
Eddie Bauer Men's CirrusLite Down Jacket,Excellent Light Down Jacket,5,This was my first purchase of a down jacket from Eddie Bauer and so far I am impressed. It is crazy soft and the lighter down fill is perfect for temps in the 30s without bulk. The jacket is very lightweight and generously cut for my wide shoulders (XL). I am extremely please and actually ordered a second jacket in a different color. You simply cannot beat the price for the quality.
Eddie Bauer Men's CirrusLite Down Jacket,Very happy with down jacket.,5,No complaints especially for the price. Wasn’t a fan of the puffy jacket but I really like this one because it not a think jacket but keeps you warm. I bought it for travel to Patagonia Calafate and Ushuaia so I could pack it away in my bag and it worked great did not take up much space and kept me warm in 20F weather. I had long sleeve under and wasn’t spending hours outside but for the time I was out it worked great and use it now to go to work in the northeast. It might not work so great when it’s blistering cold but regular cold your good and it packs up really good. Happy with purchase.Oh yea the fit was really good also I have a bigger build and wide shoulders If you fit a large in like Nike and under armor the large will fit perfectly with a little cushion for layering.
Eddie Bauer Men's CirrusLite Down Jacket,"A great, light warm jacket that isn't too bulky!",5,"I bought this jacket to take to Prague, in the Czech Republic, this November. I'm a skinny guy (5'10, 150lbs) that gets cold easily, and when I saw how light the jacket was, I was pretty skeptical about its ability to keep me warm and wore a long sleeve t-shirt underneath the first day. That didn't happen again! Despite being lightweight and not overly bulky, it easily kept me warm in the Czech Republic day or night (temps mid to low 40s F), and if I was particularly active, hurriedly walking from one part of the city to another, it was occasionally on the edge of being TOO warm! Dressed in proper layers I'd be fine in this jacket down into the 20s or even the teens. In addition to the two exterior pockets, it has two spacious pockets inside that were great for storing my fleece hat, power bank, etc. Super happy with this purchase!"
Eddie Bauer Men's CirrusLite Down Jacket,"Good jacket, but be wary of return policy",4,"This is a good little jacket, especially if you can get it on sale. It hasn’t been super cold in California yet, but I did take it for a backpacking trip where the temperatures got down into the high 30s or low 40s. And it worked just fine. As for fit, I am 6 feet tall and 175 pounds, and originally ordered the large. It would’ve been fine to keep. But It was a little loose around the torso, and these jackets are really intended to be more body-hugging. In fact, I think they are warmer that way. So I traded it in for a medium, which was better.By the way, the Eddie Bauer return process leaves a lot to be desired. I had to pay for shipping to send it back to them. And their policy says they take up to 20 days to process a refund. So when you add up the time of mailing it back to them and how long you have to wait for a refund, it could be up to a month before you get your money back. I’m still waiting for mine. I probably wouldn’t buy  from them on here again because of that unless I knew for sure I wasn’t going to return it."
Eddie Bauer Men's CirrusLite Down Jacket,"Warm, well-fitting down jacket",4,"I'm the awkward size of being a Medium Tall, so I often look wrong when I order size Medium because the sleeves often don't even reach my wrists, but look like I'm borrowing someone's big brother's jacket if I get a size Large. This Eddie Bauer jacket fits me perfectly, is very warm, and was a good price. The zippers feel a little cheap compared to those on the Land's End basic down jacket and the ones on the Amazon Essentials basic down jacket as well, but they haven't split on me yet, so I'm still pretty pleased with this purchase. The ""Eddie Bauer"" logo annoys me, but it's in dark grey on the black jacket, so not even really that noticeable. Though I am from Seattle, I have never purchased Eddie Bauer products before, but this one seems pretty good -- an excellently sized Medium Tall, easily packable down jacket to keep you warm with just a regular cotton shirt as an underlayer down into the 30s, and water resistant enough to keep you warm if caught in in a Seattle 42-degree Fahrenheit depressing drizzle.If you don't need the Tallness, I suggest going with the Amazon Essentials packable down jacket instead. The AE zippers and cuffs feel more durable, and it's a good amount cheaper, and with no annoying logo."
Eddie Bauer Men's CirrusLite Down Jacket,"Great fit, packs small and really warm",5,"I purchased this jacket based on the fill, packability and size. I am 6'1"" and thin. It fits perfectly with a base layer and long sleeve underneath. I layer a rain shell on top of it. We recently hiked to 13,000 feet on top of a very windy volcano and it kept me perfectly warm. It packs down small into the separate sack provided. It is so small and lightweight I can pack it anywhere. It also compresses more once it's in the backpack. It is natural so you do have the natural smell of down. I would certainly buy it again."
Eddie Bauer Men's CirrusLite Down Jacket,"Love this jacket, love the price more.",5,This is a great jacket at a super reasonable price. I will say the Atlantic is not a gray color but a blue one. I think the color is really cool. This jacket will look awesome with dark jeans. I like how it came with a small pouch that it can be stuffed into. I bought this to take on a trip and have a warm jacket that doesn't need much packing space. I think I'm going to wear it around a lot.
Eddie Bauer Men's CirrusLite Down Jacket,"Eddie Bauer Lightweight Jacket, Well Done!",5,"Very nice lightweight down jacket. Fit is perfect. Not too long at just past the waist. The sleeves are right where they should be as well.As others have pointed out,  it’s not a super durable variety but that’s probably in the light shell design. And for the price, it’s a great choice. It provides a lot more warmth than I expected. Down definitely does a great job at insulating.Easy to roll up and keep in a small bag as well. Stylish and wind resistant, definitely recommend if this is what you’re looking for."
Eddie Bauer Men's CirrusLite Down Jacket,A very nice down jacket,5,"I already owned 2 Amazon Goodthreads down jackets almost identical to this Eddie Bauer model. This jacket is lighter, warmer and less expensive than the Goodthreads I have. It is very warm, fits well and is high quality. Some reviewers have said that it is not very warm, that the down keeps coming out, etc. etc.  It's very warm for what it is. It isn't an expedition parka.  I own dozens of down products including several of the best down sleeping bags in the world. I can tell you that ALL down products will eventually leak pin feathers. It's just the nature of the beast and is not a sign defective workmanship. Oh, one more thing, the jacket absolutely does not need to be bigger in the mid section. If you are fat, it's not the jacket's fault. Someone said it was not warm enough for the Midwest. It's warm enough at 10000 feet in the Rockies in December, I don't understand why it wouldn't keep me warm in Iowa.  This is a really nice down jacket. Eddie Bauer makes some nice products."
Eddie Bauer Men's CirrusLite Down Jacket,Eddie Bauer needs to do a quality check before shipping.,2,The only reason I’m giving it a bad review is because it was shipped with the stitching coming out of the collar. Who does the quality review check on these items? Also I’m pissed that it came through Amazon but I have to pay money to ship it back to Eddie Bauer where as Amazon normally covers shipping.My friend loved that it was light weight and seem warm but the stitching was messed up.
Eddie Bauer Men's CirrusLite Down Jacket,Super Lightweight,5,"Update 12-11-19 Have to say this has become my favorite jacket of all time.  It's very warm and extremely light.Wouldn't hesitate to purchase again if something happened to my exisitng. Saw a NF jacket at a local Sporting Goods and decided to purchase a similar down jacket.  This one was less than half the price, but also in quality as expected.  Nowhere near the NF, but still a good jacket.  I purchased with Discover points so it ended up being $32 which was well worth it.  Plenty warm at 30 degrees and the Large fit me perfectly.  What I like most is its super lightweight.  It’s like you’re not wearing a jacket.  I’m happy with the purchase."
Eddie Bauer Men's CirrusLite Down Jacket,Great Value!,5,This is not a high end jacket.  I knew that when I ordered it.  It is very basic warmth in a light weight jacket.  I like the fit and feel of the jacket a lot!  It will work great for layering when it get really cold or stand alone for regular cold.  I put it on and walked out to 28 degree temps.  I was throwing a frisbee for my dog (light activity) and the jacket was very comfortable.  I think it is rated at 40 for low activity and -10 at moderate activity.  I like the gray color and the design too.
Eddie Bauer Men's CirrusLite Down Jacket,Down Clumps after Washing,2,"Product fit was great.  Trouble came when the jacket was washed...  all the down clumped.  Followed washing directions exactly, and unfortunately the jacket is pretty much useless now.  Unfortunately, the wash came after Amazon's 30-day return window had closed.  I have tried to deal with the company (Eddie Bauer) directly --- but have had no success.  This turned out to be a $60.00 waste of money.  Would not buy again."
Eddie Bauer Men's CirrusLite Down Jacket,"Fits very nicely, very comfortable & warm",5,"I really like the fit of this jacket, it's almost like wearing a long-sleeved shirt. I have an athletic build and enjoy that the coat does not poof out at the midsection like some oddly shaped sail. It's warm and very comfortable, goes nicely under a hoodie or a rain jacket, if needed. It's also very packable; it goes nicely into one of my small waterproof bags for hiking and backpacking adventures.If the color were a little less abysmal, I'd try to give it a 6-star rating. Only the ""green"" one was left in my size of XL Tall. I had to keep it; the fit is so nice and it's very warm!I wear it almost every day despite the color so it must be awesome."
Eddie Bauer Men's CirrusLite Down Jacket,Very good coat for the price,5,"I don’t like wearing big, bulky, heavy jackets. This one is super light, so you don’t realize you’re wearing it. It folds up into nothing and packs in a bag without any appreciable weight.You’re probably not going to survive in the arctic with this, but for a city dweller, this coat kept me very warm all winter.  When it was really cold out I added a sweater or a hoodie and was perfectly comfortable. This coat was cut well to accommodate a heavy sweater/hoodie without making it feel too tight or look too small on me, or looking too big on me if I wore just a thinner shirt.As far as the water resistance goes, I was caught in a light shower (not a downpour) and remained dry. The down did not loose it’s loft, just as advertised, so I remained warm. Not sure how well this coat would hold up in a downpour as the outer shell is thin (down coats are notoriously bad in very wet weather; except for very high end, such as Patagonia).Overall, this is a very good coat for the money I paid on amazon ($79) and I would definitely buy it again."
Eddie Bauer Men's CirrusLite Down Jacket,Great for layering,4,"This jacket is very lightweight, warm, nice color, fits great ( I'm 5'10"" 150 and got a medium ), 2 zippered outside pockets and 2 interior drop pockets, exactly  as pictured and described and affordable ( I'll address this part later )There are NO storm flaps on any zippers and NO compression carry bagI got this on sale for $42 hence the 4 stars ... if I paid over that stars would've dropped downEdit - ok after havin this coat for a while I gotta change my review ... toasty warm lightweight well made good zips give this a 5 star rating especially for the sale price - still disappointed about not having any zipper storm flaps and no carry sack"
Eddie Bauer Men's CirrusLite Down Jacket,Lightweight jacket for moderately cold weather.,4,"This jacket is a perfect Tuckaway style.I am 6’ and weigh 195. I bought an xl and it was a tent. A large is the right size for me.In other words you can fold it up very small and take it wherever you need.Pros: lightweight, semi warm (20 degrees and up) and comfortable.A con: The jacket is a very relaxed fit. It hangs off of you like a shirt on a hanger and with no draw cord around the waist you feel is the wind could blow up underneath and lift you into the air.I bought it for my car in case of an emergency.It does not seem to be well constructed. Will follow up on this."
Eddie Bauer Men's CirrusLite Down Jacket,"Nice jacket, good price.",4,"Looks good. Comparable to other name brand of the same type. It is very lightly filled. I was hoping for a little more filling. I returned for that reason. I already have a Guess that is the same weight. Need something a little more heavier/warmer. I would recommend this jacket. For those that are concerned about the material, this is a popular material that feels delicate but is more durable than you think. This jacket isn’t for going hunting or working outdoors, it is for casual dress at around 40 degrees outside. The material is easy to get stuck in the zipper, that’s my reason for a 4 star instead of 5."
Eddie Bauer Men's CirrusLite Down Jacket,"Good quality, good fit, warm lightweight jacket.",4,"Nice, warm quality jacket. However, please note that it does not come with the storage pouch as stated in the description which was pretty important for the use it was intended for. When I called and emailed the manufacturer to see if they could send me one they bluntly refused and issued me a return authorization without even asking if that was what I wanted to do. I liked the jacket and it was a gift so I kept it and made my own storage pouch.  This rating is for the product itself, not the manufacturer as they could have cared less about their customer. I won’t buy from them in the future. I was however happy with the jacket. Maybe they have since removed the included storage pouch from the product description."
Eddie Bauer Men's CirrusLite Down Jacket,Great Jacket except for the smell...,4,"I’m a big boy; 6’ and 255 lbs, I bought the XXL, the fit is good although a little tight in the gut if wearing a sweatshirt under it. I bought this after the generally good reviews. The coat is very lightweight and comfortable and feels good on the skin, it seems well made. It is also fairly warm, I just went out this morning with a sweatshirt in  30 degree weather and it was fine. The only real problem, as some have mentioned, is the irritating smell that permeates through the jacket.  I think it must be the feathers. I sprayed a febreeze like solution on it to no avail.  I just washed it and dried it and that seemed to have helped the smell a bit. Good luck."
Eddie Bauer Men's CirrusLite Down Jacket,Very light weight non rugged jacket,4,It is what it is folks. This is a very light weight jacket that is not rugged. The weight and relative strength are by design. If you are tough on your gear then this is not for you. Very nice fit and probably the best fitted neck area I’ve come across. Warm enough to about 45 degrees but not much lower. Do not wash this with heavy garnet that have big zippers or other things that could tear the thin outer material. Just be reasonable with what this garnet is designed for and you will be happy with your purchase. Do not dry on high heat and in fact a longer low temp or air only dryer cycle is ideal.
Eddie Bauer Men's CirrusLite Down Jacket,"Misleading description, there is no storage pouch!",2,"I'm very disappointed.  I was shopping for a packable down jacket that's why I bought this one since it says the jacket can be packed in the storage pouch included.  Ordered twice, neither one included a pouch.  If they don't want to give out a storage pouch don't say that in the description!  The jacket is nice but what a waste of my time, return both jackets."
Eddie Bauer Men's CirrusLite Down Jacket,"This jacket is made of extremely cheap materials, in my opinion",2,"This jacket is made of extremely cheap materials, in my opinion. If you can imagine - taking a garbage sack and filling it with down feathers - that's basically what this jacket is - hahahahaha!. The external fabric is very very very thin, very much like a garbage sack, but of course more parachute like than plastic. It is very lightweight. Amazingly light! And actually keeps you pretty warm in very cold temperatures. BUT...the downfall? It punctures and rips very easily. It works. Yes. But would I buy another? No way, no how."
Eddie Bauer Men's CirrusLite Down Jacket,Great for hiking,5,Bought this for hiking and camping. It packs up nively into a small pouch. And is nice and light and comfortable.I am comfortable wearing this jacket in the mid to high 30's with just a t-shirt underneath.This is a perfect addition to my winter camping gear.
Eddie Bauer Men's CirrusLite Down Jacket,Not much down fill,3,"The jacket fit well and it was reasonably priced, but there was far less down fill in it than I expected. I even put it in the dryer with a couple tennis balls to try to get it to plump up. Nope. I have a jacket I bought from Cabelas several years with the same fill rating, and it is considerably better. I tore it and wanted a similar jacket. This one isn’t it. Name brand didn’t result in the quality I expected."
Eddie Bauer Men's CirrusLite Down Jacket,Good light an warm coat.,3,Had small hole took a pic. Some cotton or feathers is coming out. Product fit great feels great. Just hope not much more stuff comes out lol leave a trail where ive been.
Eddie Bauer Men's CirrusLite Down Jacket,Good jacket for layering system.  I'd recommend.,4,Good jacket for layering.  I wouldn't suggest wearing it as an exterior jacket as its fabric is very light but the overall lightweight factor makes it great for backpacking.I like the Eddie Bauer brand and it lasts forever.  I still have my EB Gortex jacket that I got 20 years ago and it never goes out of style.This jacket was a lot thinner than I expected but it will be great for my layering system to stay warm.  I have a trip planned for Grand Canyon in March and there will still be snow on the ground along upper rim.I would recommend this jacket.
Eddie Bauer Men's CirrusLite Down Jacket,Not for the cold,3,"This is a fashion accessory - - not a real jacket for the cold. There is minimal down, and the cuffs and waist are slightly loose, with no velcro or drawcord. This jacket will not block out the cold in any serious way. But as a casual coat for limited exposure to mildly chilly weather, it'd work. I'll be returning it."
Eddie Bauer Men's CirrusLite Down Jacket,So warm,5,"If I had to make one complaint about this coat, it would be that it's too warm.  I really like this coat.  It's super light, and warm enough for cold winter days.  Very happy with the purchase.I'm 5'5"", 150 lbs.  Bought a Reg Medium.Fits greatI'm"
Eddie Bauer Men's CirrusLite Down Jacket,It's like a soggy sponge in snow,2,"I don't know if my jacket is defective or if it's a feature of this model, but this jacket literally sucks in moisture. I hiked a couple times with snow on the ground (not in the air) and bizarrely had soaking wet sleeves when I got back to my car and couldn't figure out how that happened (hadn't been laying in the snow or anything). Then recently I was shoveling and then hiking with snow falling and this jacket was drenched. I looked like I'd been standing in the shower... water literally dripping from it when I took it off. My pants weren't wet except where the jacket had been dripping onto them. My fleece underneath kept my body mostly dry. But this jacket would be an absolute nightmare if you got stuck, were exposed to elements for an extended amount of time, or tried to camp with it. Seriously, it's bizarre how it sucks in moisture rather than repelling it."
Eddie Bauer Men's CirrusLite Down Jacket,Not as described ...I expect to get what I purchase,1,"Product description indicates that the jacket comes with a pouch for storage, but no pouch was included in package. I actually ordered twice, returning 1st due to no pouch, but 2nd order did not include pouch either. I contacted Amazon CS and was told to reorder again and that pouch would be included, so I did. You guessed it, still no pouch!"
Eddie Bauer Men's CirrusLite Down Jacket,Warmer than expected,5,"When I first seem this jacket, thought it was too light. But it is actually pretty warm, and if you layer it up. It will easily keep you warm. I normally buy a XL, but this jacket is good as a large, or even a medium if you want to use it as a mid layer type of jacket."
Eddie Bauer Men's CirrusLite Down Jacket,Perfect!,5,"My husband is 5'6"" and 180. He has wide shoulders. This fit him perfectly. It even came earlier than expected. It's super lightweight as well."
Eddie Bauer Men's CirrusLite Down Jacket,Decent jacket let down by smelly down fill,2,"The jacket fits true to size, is lightweight, good-looking, and warm.  Unfortunately, once it is exposed to cold weather, it develops a strange wet-dog-like smell, that internet research leads me to understand is coming from the oils in the down fill.  I've never encountered this phenomenon in the past, but apparently it is not uncommon with cheaper down.  For me, this makes the jacket unwearable - the odor is strong and unpleasant - and I returned it."
Eddie Bauer Men's CirrusLite Down Jacket,False advertisement,3,I received my jacket today. very nice jacket but noticed in didn't have the included pouch to carry the jacket in. I called Eddie Bauer about this and they said it does not come with the pouch even though that's what its advertised. They said will send you another jacket which they did and I'm suppose to send the other back. Still no pouch in the new jacket. I called them about this and they said send one of the jackets back and will send you a 10.00 gift card. I told them there advertisement is false. Don't expect a pouch for your jacket.
Eddie Bauer Men's CirrusLite Down Jacket,Buyer beware,1,"First, the product arrived late!  The packaging was awful.  The product is as thin as a slice of bread and does not provide any warmth.  TOTAL dishonest description/marketing.  Not worth even $5.00,,, Made in China!"
Eddie Bauer Men's CirrusLite Down Jacket,VERY Thin,1,"Shame on me as I'm sure I didn't read the description right...this is a very this ""shell"". The description gives the impression this is warm...don't hold your breath for what you have to pay! This is a light shell made for probably 45+ degree weather. The MIchigan 20-30 cut right through this thing. Looks nice...just not ready for MIchigan winters. Shame on me again for not seeing through the sexy words that make you think this thing is warm."
Eddie Bauer Men's CirrusLite Down Jacket,Get down for some fun cause it's true down in the sun.,4,"This winter down jacket don't make a racket, nor take up space when moving place to place. The inside is made from downy feathers, plucked from some ducks, and at least from one goose...which is ethically practiced to ensure there's no damage to one or the other, it's in their release. Since its down it can weather whatever it must in spring, fall and winter and in summer go bust. It's nylon shell covers one side to the other, both outside and in, but it's pretty thin skinned not as strong as some others, but it gets the job done.  It also leaves room for some functional fun by leaving undone extra zippers and pockets to hide what you be rocking plus a big hood to stock in.  You can have these installed but it adds to your bill, or buy each separate and the zipper comes free."
Eddie Bauer Men's CirrusLite Down Jacket,Poor quality and dissappointing performance.,1,"I gave this Jacket a fair trial run and used it for 3 weeks including for two backpacking trips. The DWR water resistant treatment is adequate however, the jacket is not durable and began leaking down/feathers early and often. A very dissappointing outcome.The jacket is being returned and did not meet quality standards. I replaced it with the loft tek outdoor vitals jacket  which is already in the mail to replace this as it's being returned."
Eddie Bauer Men's CirrusLite Down Jacket,Good for the Price! Not Very Warm!,3,"Honestly this is a good lightweight puffer. I had three issues with it:1. It's not that warm. It may be good for low 40-50 ⁰F.2. The feathers are cming out like crazy.3. It does not pack into its pocket. So it doesn't matter how light it is when I cannot pack it on the go.Otherwise, this is one of the best puffers for the price. I ended up buying LL Bean primaloft packable jacket."
Eddie Bauer Men's CirrusLite Down Jacket,Very light and warm,5,Very light and portable down jacket that looks really nice. It also seems very warm for it’s weight. This is the perfect jacket for traveling as it can be compressed into a small sack. I’m 5’8” and around 150lbs. The size small fit perfectly.
Eddie Bauer Men's CirrusLite Down Jacket,Lightweight and attractive for relatively mild winter temperatures.  I like it for my intended use.,5,"Bought to replace older item.  This is less bulky and so far in our mild winter has been adequate.  I cannot yet evaluate its warmth if we get very cold weather.  It is lightweight, has adequate pockets, and looks good.  I like it, but do feel it may be a little cold when we get ‘extreme’ cold days...but I plan to wear it int car and only short time outdoor activity."
Eddie Bauer Men's CirrusLite Down Jacket,Great light weight jacket!,5,I bought this jacket for my husband. He is really impressed with his the jacket on how warm it is and how it fits him. I orderd him the XL tall beacause he always has problems finding a jacket with longer sleeves sense his arms tend to be bit longer. Even thou he wears a size large. The XL still fits him with a slender fit and he can wear his sweetshirts underneth. It does not look bulky. Color is great. Jacket is fashionable and love the super light weight of it.
Eddie Bauer Men's CirrusLite Down Jacket,Ordered with trepidation,5,"Ordered hesitantly after seeing several bad reviews. Mine is perfect so far. Super light weight. Warm. Comfy. Fits a bit big, perhaps to give you room to layer your clothing. Would like to see a slim version. No feathers have come out. I washed mine and it survived perfectly fine. No quality issues. Cannot attest to rain performance. May buy another at this price."
Eddie Bauer Men's CirrusLite Down Jacket,"Thin, cheap and very disappointing",1,Is this a joke?  Jacket is so thin and cheaply made. Even with the filler it is barely thicker than my windbreaker with no lining. I can rub across several sections of jacket and not feel any down fill between the outside and inside material. Not keeping and I live in Southern California.  Do not buy if needed for real winter weather.
Eddie Bauer Men's CirrusLite Down Jacket,Good value,4,Got it on sale for less than $60. Down fill. Feels flimsy but actually keeps you warm and is so lightweight it feels like nothing! Amazing. I'm extra tall and got a Large Tall. Slightly baggy in body which my tailor can easily fix and would have liked and extra inch in the sleeves. I am happy with this and those are only reason why I didn't give it 5 stars.
Eddie Bauer Men's CirrusLite Down Jacket,Tall is NOT TALL!,1,"Do not order this jacket expecting the Tall size to be significantly long in length.  I ordered Medium Tall and found it to be 1 to 1.5"" longer than my son's existing Medium (Regular) jacket.  He is 6.2"" and while not horrible it was definately too short!Very disappointed exact sizing for Tall is not listed in product description.  Lastly,  this is more of a wind breaker...little to no filling.  Do not by for warmth!  Overall Poor quality for a winter jacket.  Eddie Bauer is coasting on its prior reputation!"
Eddie Bauer Men's CirrusLite Down Jacket,Nice lightweight jacket,4,"Got this for hubby after he got a tear in his beloved older down jacket which is a very similar style but with larger rows of down. I repaired it so he could wear it to work but got him this jacket. Of course he made comparisons. Overall he likes it. Looks nice. Fits nicely. Right away though he noticed it was lighter. On colder days, even when he's not working, I have noticed that he wears his older jacket. Very easy to pack as it compresses down into a small bundle."
Eddie Bauer Men's CirrusLite Down Jacket,Awesome Jacket!,5,"This is an awesome product! It fits me like a glove. It keeps me warm when I need it to. I wear it around the house with it zipped about halfway open and I stay warm. I wear it outside with a short sleeve shirt underneath and 30° weather and I stay warm. If I am exerting myself, I'll have to open it up because I'll get too hot. It's that warm!"
Eddie Bauer Men's CirrusLite Down Jacket,Lightweight Medium Warmth Comfortable Jacket,5,I got this for my husband who had never had a down jacket before. He loves how lightweight it is and comfortable. It is not warm enough for frigid weather but is perfect for wearing in 30 degree + or colder if you are just outside for short periods. He does not wear sweaters under it so it could be layered for more warmth. It is his go to jacket.
Eddie Bauer Men's CirrusLite Down Jacket,Versatile Jacket,5,"Fit was as expected. I am a stocky guy with large shoulders and chest and the jacket was roomy without being too loose, over-sized or bulky. I love the versatility of this jacket. So far I have worn it with temperatures in the 30s through the 50s, and it works well for the cooler temps yet is light enough to wear when it is a bit warmer. Also have worn it in the rain and it handled it just fine. The pockets are roomy enough to hold gloves and a stocking cap. Best of all for me, and one of the main reasons I purchased this jacket, it can easily be folded nice and compact in a suitcase. At this value you really cant go wrong with this. Looks great and for a great price."
Eddie Bauer Men's CirrusLite Down Jacket,Great coat worn with fleece or hoodie.,5,"Loves it , wears with a fleece or hoodie. (&Winter thermals) No complaints we live in New England, it's gotten down to 18° so far this season. Fits well, my son's 5'10 broad shoulders long arms , about 160lbs oh it also rolls into a ""bag pouch"" , my son loses stuff, this is excellent, goes in the bookbag easy!!"
Eddie Bauer Men's CirrusLite Down Jacket,Nice teal color jacket,4,Gave this jacket a 4 star rating because feathers keep popping out of the sewn seams.  Jacket is light weight but warm in 40* F weather.  Jacket is only rain resistance for light rain and will loose is insulating rating as the feathers get wet.  Nice fit and good looking.  Especially like the green/teal color.
Eddie Bauer Men's CirrusLite Down Jacket,Quickly became my favorite jacket !,5,"I spent a lot of time reading reviews of different down jackets, and made the right choice.  I love it!  Fits great, and I get a lot of compliments wearing it.  Hardly ANY down feathers ever peek out of a seam.  Lightweight, and I love the pockets.  Would highly recommend."
Eddie Bauer Men's CirrusLite Down Jacket,Be prepared to be VERY disappointed!,1,"This is a total rip-off by a company that's supposed to make quality merchandise. A down jacket without any down...gee Eddie, what a novel concept. Maybe there's a 1/4lb of down feathers, at best. After being duped, the kicker is yet to come: Eddie Bauer makes you pay postage to return this crappy, and useless product. Pathetic. Never, again, will I buy another Eddie Bauer product, EVER! Not ever....so, yea, good job there in the bait and switch dept, but that is all."
Eddie Bauer Men's CirrusLite Down Jacket,Good,4,"Overall is a good product for the price, not the best. If manufacturer wants to improve quality, I recommend to start with the zippers. I would also change the product description for the temperature ratings from -10F to about 30F; lower than that you feel the cold even walking (moderate activity)."
